epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.0461,3.46715,14.6794,1.49641,0,0,0,0,3.95391,7.16245,2.08302,0.09204,4e-05,4e-05
2,17.2879,3.30285,11.0833,1.46398,0,0,0,0,3.65611,4.63636,2.41453,0.0830848,8.48317e-05,8.48317e-05
3,19.5425,3.08064,5.84697,1.20379,0,0,0,0,4.14886,4.89749,1.9041,0.0741295,0.000129485,0.000129485
4,21.8608,2.95737,4.87142,1.1142,0,0,0,0,3.93167,4.98801,1.5515,0.065174,0.00017396,0.00017396
5,24.0965,2.9403,3.96196,1.12913,0,0,0,0,3.5614,5.10785,1.39178,0.0562183,0.000218258,0.000218258
6,26.4223,2.80583,3.07421,1.11132,0,0,0,0,3.26276,5.07127,1.24,0.0472624,0.000262376,0.000262376
7,28.6496,2.57876,2.7838,1.04975,0,0,0,0,3.15121,5.00745,1.26619,0.0383063,0.000306317,0.000306317
8,30.8235,2.61789,2.47004,1.10321,0,0,0,0,3.05429,4.83331,1.21746,0.0293501,0.00035008,0.00035008
9,32.9862,2.57661,2.49684,1.10874,0.33333,0.00344,0.16838,0.03368,2.87367,4.48785,1.23992,0.0203937,0.000393664,0.000393664
10,35.2015,2.67062,2.57835,1.05943,0.42857,0.1677,0.30193,0.12869,2.92874,4.11268,1.15203,0.0114371,0.00043707,0.00043707
11,37.4351,2.65754,2.21932,1.08383,0.26067,0.41924,0.34438,0.129,2.86564,3.74434,1.14721,0.0024803,0.000480298,0.000480298
12,39.636,2.68788,2.13275,1.14821,0.14975,0.46392,0.35232,0.14133,2.65221,3.3431,1.26298,0.00048911,0.00048911,0.00048911
13,41.8079,2.68506,2.06884,1.12082,0.19535,0.70304,0.49138,0.19476,2.50504,2.88631,1.23933,0.00048812,0.00048812,0.00048812
14,44.0979,2.63666,1.94499,1.055,0.13211,0.70648,0.5188,0.191,2.49106,2.49054,1.226,0.00048713,0.00048713,0.00048713
15,46.3062,2.62974,1.93252,1.07139,0.72336,0.23138,0.49428,0.16397,2.54185,2.3672,1.19607,0.00048614,0.00048614,0.00048614
16,48.4721,2.56787,1.93137,1.14219,0.56617,0.23575,0.47274,0.17917,2.49239,2.00188,1.14768,0.00048515,0.00048515,0.00048515
17,50.8372,2.58991,1.79078,1.01953,0.86037,0.34227,0.47967,0.1984,2.75564,1.79111,1.18117,0.00048416,0.00048416,0.00048416
18,53.0723,2.70126,1.94268,1.06613,0.53525,0.38694,0.56092,0.23215,2.52409,1.64855,1.13713,0.00048317,0.00048317,0.00048317
19,55.2223,2.49333,1.87144,1.07009,0.67853,0.61419,0.63287,0.24606,2.55474,1.54409,1.16486,0.00048218,0.00048218,0.00048218
20,57.492,2.3623,1.66134,1.01819,0.5199,0.65368,0.61922,0.24948,2.60387,1.51655,1.20453,0.00048119,0.00048119,0.00048119
21,59.6897,2.40805,1.73745,1.07638,0.5969,0.59428,0.62429,0.26462,2.7767,1.48258,1.35697,0.0004802,0.0004802,0.0004802
22,61.8889,2.48101,1.77193,1.02284,0.81806,0.41555,0.63868,0.24939,2.54734,1.57177,1.16524,0.00047921,0.00047921,0.00047921
